Symbol,Name,Sector,Industry,ISIN,IPO_Date,Market_Cap_Cr,EBITDA_Cr,Revenue_TTM_Cr,Gross_Profit_TTM_Cr,PE_Ratio,PEG_Ratio,Book_Value,EPS,Revenue_Per_Share,Dividend_Share,Dividend_Yield_%,Profit_Margin_%,Operating_Margin_%,ROE_%,ROA_%,BS_Years,BS_Quarters,IS_Years,CF_Years
DHRUV,Dhruv Consultancy Services Limited,Industrials,Engineering & Construction,INE506Z01015,None,97.3,15.48,103.3,80.86,11.55,0.0,58.7,4.43,0.0,0.0,0.0,7.38,10.21,8.13,4.71,13,31,13,13
DHUNINV,Dhunseri Investments Limited,Financial Services,Capital Markets,INE320L01011,None,869.21,126.33,577.06,293.52,8.91,0.0,4399.06,159.21,0.0,0.0,0.0,16.83,49.65,4.07,0.79,17,51,17,16
DIACABS,Diamond Power Infrastructure Limited,Industrials,Specialty Industrial Machinery,INE989C01038,None,7842.26,70.22,1195.12,186.38,200.46,0.0,-17.2,0.72,0.0,0.0,0.0,3.11,7.35,0.0,1.76,16,41,16,16
DIAMINESQ,DIAMINES AND CHEMICALS ORD (BSE),Basic Materials,Chemicals,INE591D01014,None,291.07,2.74,66.89,34.99,181.4,0.0,164.82,1.64,0.0,0.0,0.0,2.49,-39.49,0.0,0.0,18,47,18,17
DIAMONDYD,Prataap Snacks Limited,Consumer Defensive,Packaged Foods,INE393P01035,None,2417.84,13.22,1697.27,441.95,0.0,0.0,289.13,-17.99,0.0,0.0,0.0,-2.54,0.21,-4.83,-1.32,14,37,14,14
DICIND,DIC India Limited,Basic Materials,Specialty Chemicals,INE303A01010,None,500.44,40.48,898.99,227.38,31.14,0.0,452.39,17.51,0.0,0.0,0.0,1.99,1.82,4.82,2.53,18,54,18,18
DIFFNKG,Diffusion Engineers Ltd,Industrials,Specialty Industrial Machinery,INE184O01015,None,1415.84,49.57,344.78,119.78,34.71,0.0,98.56,10.9,0.0,0.0,0.0,11.85,11.1,0.0,0.0,8,7,8,8
DIGIDRIVE,DIGIDRIVE DISTRIBUTORS LTD,Consumer Cyclical,Internet Retail,INE0PSC01024,None,115.21,0.51,45.51,22.96,17.93,0.0,71.37,1.67,0.0,0.0,0.0,14.17,-3.02,3.16,0.34,3,10,3,3
DIGISPICE,DiGiSPICE Technologies Limited,Technology,Information Technology Services,INE927C01020,None,589.29,1.99,462.4,76.48,0.0,0.0,9.13,-1.3,0.0,0.0,0.0,-7.02,3.73,-14.04,-0.85,20,54,20,20
DIGJAMLMTD,Digjam Limited,Consumer Cyclical,Textile Manufacturing,INE731U01028,None,113.57,3.49,20.74,6.84,100.91,0.0,2.7,0.55,0.0,0.0,0.0,-21.15,0.9,18.64,2.37,19,54,19,19
DIGJAMLTD,Digjam Limited,Consumer Cyclical,Textile Manufacturing,INE731U01010,None,42.94,-12.21,2.28,2.54,0.46,0.0,20.18,18.69,0.0,0.0,0.0,239.47,-642.65,35.78,-5.69,18,54,16,16
DIL,Debock Industries Limited,Industrials,Farm & Heavy Construction Machinery,INE411Y01011,None,34.34,8.82,47.26,10.51,2.79,0.0,13.71,0.75,0.0,0.0,0.0,10.52,-36.48,5.91,2.57,13,31,13,13
DISHTV,Dish TV India Limited,Communication Services,Entertainment,INE836F01026,None,907.74,409.07,1441.67,1106.57,0.0,0.0,-17.61,-3.01,0.0,0.0,0.0,-40.28,-9.85,-1999.79,2.24,21,45,21,21
DIVGIITTS,Divgi Torqtransfer Systems Limited,Consumer Cyclical,Auto Parts,INE753U01022,None,2036.63,43.45,236.36,143.29,72.91,0.0,195.13,8.96,0.0,0.0,0.0,11.58,9.84,4.14,1.17,7,14,7,7
DIVISLAB,Divi's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,INE361B01024,None,162055.3,3065.0,9652.0,5824.0,70.32,0.0,563.87,86.81,0.0,0.0,0.0,23.89,25.6,15.35,9.92,21,36,21,21
DIXON,Dixon Technologies (India) Limited,Technology,Consumer Electronics,INE935N01020,None,104229.5,1742.29,45115.96,3425.05,84.97,0.0,582.71,202.79,0.0,0.0,0.0,2.63,3.04,47.48,6.45,14,37,14,14
DJML,DJ Mediaprint & Logistics Limited,Industrials,Specialty Business Services,INE0B1K01014,None,316.84,18.99,92.34,33.97,42.27,0.0,19.63,2.25,0.0,0.1,0.11,7.91,11.61,13.1,7.66,9,23,9,9
DLF,DLF Limited,Real Estate,Real Estate - Development,INE271C01023,2007-07-05,180091.29,2248.38,9348.01,3929.76,40.13,0.0,171.9,18.13,0.0,0.0,0.0,47.97,12.14,10.65,1.9,24,74,24,21
DLINKINDIA,D-Link (India) Limited,Technology,Communication Equipment,INE250K01012,None,1699.97,124.08,1388.22,218.76,16.18,0.0,133.92,29.59,0.0,0.0,0.0,7.57,7.88,22.9,10.57,15,40,15,15
DMART,Avenue Supermarts Limited,Consumer Defensive,Discount Stores,INE192R01011,None,280010.42,4609.72,61648.61,9117.79,103.12,0.0,329.45,41.73,0.0,0.0,0.0,4.39,6.52,13.5,9.94,14,31,14,14
DMCC,DMCC SPECIALITY CHEMICALS LIMITED,Basic Materials,Chemicals,INE505A01010,None,766.53,65.36,473.02,143.12,27.49,0.0,91.08,11.18,0.0,0.0,0.0,5.9,9.98,9.85,6.65,18,57,18,18
DNAMEDIA,Diligent Media Corporation Limited,Communication Services,Publishing,INE016M01021,None,53.32,-0.3,11.02,6.37,5.73,0.0,-20.82,0.79,0.0,0.0,0.0,84.24,-239.24,0.0,0.22,12,37,12,12
DODLA,Dodla Dairy Limited,Consumer Defensive,Food Distribution,INE021O01019,None,8174.12,358.94,3815.33,1007.02,31.54,0.0,233.05,42.8,0.0,0.0,0.0,6.76,6.43,20.43,12.01,12,22,12,12
DOLATALGO,Dolat Algotech Limited,Financial Services,Capital Markets,INE966A01022,None,1427.01,0.0,444.09,444.09,7.78,0.0,56.9,10.37,0.0,0.0,0.0,41.11,58.98,24.05,20.82,20,53,20,19
DOLLAR,Dollar Industries Limited,Consumer Cyclical,Apparel Manufacturing,INE325C01035,None,2080.06,186.39,1775.85,935.44,21.42,0.0,150.92,17.12,0.0,0.0,0.0,5.47,8.37,11.22,6.43,15,52,15,15
DOLPHIN,Dolphin Offshore Enterprises (India) Limited,Energy,Oil & Gas Equipment & Services,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,44,20,20
DOMS,DOMS INDUSTRIES LIMITED,Industrials,Business Equipment & Supplies,INE321T01012,None,15696.84,362.46,2029.89,877.18,75.65,0.0,165.24,34.19,0.0,0.0,0.0,10.24,13.93,22.19,12.88,6,11,6,6
DONEAR,Donear Industries Limited,Consumer Cyclical,Textile Manufacturing,INE668D01028,None,485.94,83.2,911.01,430.11,15.24,0.0,45.2,6.13,0.0,0.0,0.0,3.5,9.16,14.51,5.81,20,53,20,20
DPABHUSHAN,D. P. Abhushan Limited,Consumer Cyclical,Luxury Goods,INE266Y01019,None,3294.98,192.08,3346.47,290.47,25.98,0.0,176.1,54.77,0.0,0.0,0.0,3.71,9.74,35.06,15.04,13,30,13,13
DPSCLTD,DPSC Limited,Utilities,Utilities - Regulated Electric,INE360C01024,None,1174.39,2.39,612.38,121.36,301.5,0.0,9.04,0.04,0.0,0.0,0.0,1.14,-1.95,0.74,-1.06,17,46,17,17
DPWIRES,D P Wires Limited,Industrials,Metal Fabrication,INE864X01013,None,369.78,30.49,574.06,56.96,19.75,0.0,159.98,12.02,0.0,0.0,0.0,3.24,4.07,9.36,7.0,13,29,13,13
DRCSYSTEMS,DRC Systems India Limited,Technology,Information Technology Services,INE03RS01027,None,277.82,22.27,68.31,26.19,17.66,0.0,4.84,1.16,0.0,0.0,0.0,22.8,26.25,26.82,11.54,8,23,8,8
DREAMFOLKS,Dreamfolks Services Limited,Industrials,Airports & Air Services,INE0JS101016,None,610.53,93.68,1320.03,112.59,8.86,0.0,56.61,12.94,0.0,0.0,0.0,5.27,7.5,24.23,11.57,7,17,7,7
DREDGECORP,Dredging Corporation of India Limited,Industrials,Engineering & Construction,INE506A01018,None,1737.96,174.31,1233.59,765.53,0.0,0.0,307.12,-9.21,0.0,0.0,0.0,-1.57,2.95,-2.21,-0.29,21,55,21,21
DRREDDY,Dr. Reddy's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,INE089A01023,None,103921.5,8939.7,33426.0,19271.1,18.35,3.14,420.56,68.05,0.0,8.0,0.64,16.99,20.5,17.71,9.71,25,97,25,25
DSSL,Dynacons Systems & Solutions Limited,Technology,Information Technology Services,INE417B01040,None,1231.57,111.43,1275.11,123.66,16.49,0.0,181.44,58.57,0.0,0.5,0.05,5.84,9.22,37.29,9.49,25,70,25,25
DTIL,Dhunseri Tea & Industries Limited,Consumer Defensive,Packaged Foods,INE341R01014,None,195.55,-1.89,473.44,394.18,0.0,0.0,494.9,-2.62,0.0,0.0,0.0,-0.58,16.35,-3.85,-2.41,12,33,12,12
DUCON,Ducon Infratechnologies Limited,Industrials,Specialty Industrial Machinery,INE741L01018,None,162.79,29.28,453.48,42.7,12.53,0.0,5.11,0.4,0.0,0.0,0.0,3.0,5.59,9.41,5.98,16,55,16,16
DVL,Dhunseri Ventures Limited,Financial Services,Capital Markets,INE477B01010,None,1309.06,126.42,540.2,258.52,8.67,0.0,910.61,41.55,0.0,0.0,0.0,26.92,48.04,4.65,0.85,20,44,20,20
DWARKESH,Dwarikesh Sugar Industries Limited,Consumer Defensive,Confectioners,INE366A01041,None,813.1,111.65,1423.1,291.45,34.55,0.0,43.51,1.27,0.0,0.5,1.16,1.66,-2.01,2.87,2.75,20,55,20,20
DYCL,Dynamic Cables Limited,Industrials,Electrical Equipment & Parts,INE600Y01019,None,1964.73,110.8,1078.86,202.25,28.07,0.0,77.16,14.23,0.0,0.0,0.0,6.62,9.27,22.05,10.9,13,34,13,13
DYNAMATECH,Dynamatic Technologies Limited,Consumer Cyclical,Auto Parts,INE221B01012,None,4684.06,131.81,1428.45,748.89,110.56,0.0,1056.85,62.38,0.0,0.0,0.0,2.97,5.2,6.21,3.45,21,56,21,21
DYNPRO,Dynemic Products Limited,Basic Materials,Specialty Chemicals,INE256H01015,None,398.04,50.53,381.9,181.87,23.52,0.0,186.21,13.99,0.0,0.0,0.0,4.46,9.16,7.03,4.82,20,39,20,20
E2E,E2E Networks Limited,Technology,Software - Infrastructure,INE255Z01019,None,7403.31,53.57,158.74,94.48,194.13,0.0,948.95,19.09,0.0,0.0,0.0,21.74,-46.85,5.71,1.61,13,33,13,13
EASEMYTRIP,Easy Trip Planners Limited,Consumer Cyclical,Travel Services,INE07O001026,None,2920.42,158.5,548.51,373.85,38.1,0.0,1.88,0.21,0.0,0.0,0.0,13.89,9.86,15.9,11.84,10,25,10,10
ECLERX,eClerx Services Limited,Technology,Information Technology Services,INE738I01010,None,18850.33,867.78,3518.5,1283.48,33.71,0.0,490.51,118.96,0.0,0.0,0.0,16.23,19.65,23.75,13.72,23,53,23,23
ECOSMOBLTY,Ecos India Mobility & Hospitality Ltd,Industrials,Rental & Leasing Services,INE06HJ01020,None,1367.48,92.8,686.19,188.26,22.75,0.0,36.94,9.98,0.0,0.0,0.0,8.73,8.85,30.11,13.96,4,4,4,4
EDELWEISS,Edelweiss Financial Services Limited,Financial Services,Financial Conglomerates,INE532F01054,None,10438.35,0.0,6311.8,3791.24,18.61,0.0,48.02,5.96,0.0,1.5,1.36,6.44,8.15,9.25,1.27,21,55,21,21
EDUCOMP,Educomp Solutions Limited,Consumer Defensive,Education & Training Services,INE216H01027,None,19.77,-14.14,3.84,0.87,0.0,0.0,-250.92,-2.2,0.0,0.0,0.0,0.0,-474.41,0.0,-1.85,20,49,20,20
EICHERMOT,Eicher Motors Limited,Consumer Cyclical,Auto Manufacturers,INE066A01021,None,190815.19,4442.35,19382.1,8461.35,39.5,0.0,776.78,176.13,0.0,0.0,0.0,24.96,19.93,24.07,9.69,22,57,22,22
EIDPARRY,EID Parry India Limited,Basic Materials,Agricultural Inputs,INE126A01031,None,18586.52,2915.97,33585.5,7609.74,18.0,0.0,447.13,58.04,0.0,0.0,0.0,3.08,7.22,14.68,5.93,21,55,21,21
EIEL,Enviro Infra Engineers Ltd,Industrials,Engineering & Construction,INE0LLY01014,None,5787.4,167.04,728.91,0.0,52.33,0.0,21.35,6.3,0.0,0.0,0.0,14.88,27.09,50.74,18.1,0,3,4,4
EIFFL,Euro India Fresh Foods Limited,Consumer Defensive,Packaged Foods,INE546V01010,None,557.53,13.51,146.65,46.21,99.04,0.0,29.2,2.27,0.0,0.0,0.0,3.71,4.62,8.05,5.33,14,31,13,14
EIHAHOTELS,EIH Associated Hotels Limited,Consumer Cyclical,Lodging,INE276C01014,None,2335.08,132.58,412.5,286.04,24.71,0.0,88.04,15.51,0.0,0.0,0.0,22.9,6.94,18.38,11.51,20,53,20,20
EIHOTEL,EIH Limited,Consumer Cyclical,Lodging,INE230A01023,None,24395.46,1093.78,2846.91,1908.22,35.82,0.0,73.76,10.89,0.0,0.0,0.0,23.92,26.59,17.44,10.95,21,40,21,21
EIMCOELECO,Eimco Elecon (India) Limited,Industrials,Farm & Heavy Construction Machinery,INE158B01016,None,1106.09,54.14,244.32,127.72,22.77,0.0,748.81,84.21,0.0,0.0,0.0,19.9,15.45,11.96,6.53,20,57,20,20
EKC,Everest Kanto Cylinder Limited,Industrials,Specialty Industrial Machinery,INE184H01027,None,1587.29,191.35,1543.29,692.65,13.06,0.0,107.52,10.83,0.0,0.0,0.0,7.87,13.08,8.47,5.54,21,55,21,21
ELDEHSG,Eldeco Housing And Industries Limited,Real Estate,Real Estate Services,INE668G01021,None,790.18,19.95,133.45,57.92,47.52,0.0,390.56,16.91,0.0,0.0,0.0,12.48,10.84,5.7,2.07,20,42,20,20
ELECON,Elecon Engineering Company Limited,Industrials,Specialty Industrial Machinery,INE205B01031,None,13904.94,553.38,2325.17,1051.05,26.85,0.0,89.07,23.08,0.0,0.0,0.0,22.24,21.56,23.04,12.65,21,45,21,21
ELECTCAST,Electrosteel Castings Limited,Industrials,Building Products & Equipment,INE086A01029,None,5798.53,833.16,6865.76,3451.52,10.11,0.0,93.53,9.27,0.0,0.0,0.0,8.34,8.32,13.03,5.93,21,40,21,21
ELECTHERM,Electrotherm (India) Limited,Basic Materials,Steel,INE822G01016,None,1400.31,290.85,3890.04,1199.73,3.88,0.0,-124.63,283.44,0.0,0.0,0.0,9.28,4.94,0.0,10.88,21,39,21,21
ELGIEQUIP,Elgi Equipments Limited,Industrials,Specialty Industrial Machinery,INE285A01027,None,15666.7,513.87,3576.0,1799.9,43.27,0.0,59.09,11.47,0.0,0.0,0.0,10.15,11.8,20.15,9.71,21,56,21,21
ELGIRUBCO,Elgi Rubber Company Limited,Consumer Cyclical,Auto Parts,INE819L01012,None,337.79,-5.46,372.96,180.78,0.0,0.0,35.78,-5.22,0.0,0.0,0.0,-7.01,-2.96,-2.36,-2.27,17,55,17,15
ELIN,Elin Electronics Limited,Industrials,Electrical Equipment & Parts,INE050401020,None,1026.24,56.86,1182.1,309.96,30.34,0.0,107.57,6.79,0.0,0.0,0.0,2.77,3.96,6.32,2.48,7,17,7,7
EMAMILTD,Emami Limited,Consumer Defensive,Household & Personal Products,INE548C01032,None,24088.25,1006.3,3807.21,2629.49,29.43,0.0,61.81,18.75,0.0,0.0,0.0,21.49,18.77,31.17,15.54,21,55,21,21
EMAMIPAP,Emami Paper Mills Limited,Basic Materials,Paper & Paper Products,INE830C01026,None,621.26,136.16,1884.11,443.43,42.43,0.0,58.7,2.42,0.0,0.0,0.0,1.04,5.39,3.58,3.19,19,53,19,19
EMAMIREAL,Emami Realty Limited,Real Estate,Real Estate - Development,INE778K01012,None,472.84,-122.92,82.89,2.58,0.0,0.0,-42.72,-41.57,0.0,0.0,0.0,-196.92,-683.54,-477.4,-2.44,16,34,16,16
EMBASSY-RR,Embassy Office Parks REIT,Other,Other,None,None,36534.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.73,0.0,10,29,10,10
EMBDL,Equinox India Developments Ltd,Real Estate,Real Estate - Diversified,None,None,12986.21,175.19,2370.99,513.7,0.0,0.0,76.28,-0.46,0.0,0.0,0.0,-3.46,-2.57,3.2,0.71,4,4,4,4
EMCURE,Emcure Pharmaceuticals Ltd,Healthcare,Drug Manufacturers - Specialty & Generic,INE168P01015,None,26725.56,1489.88,8181.4,4839.95,35.36,0.0,234.65,39.29,0.0,0.0,0.0,9.1,14.49,18.23,8.45,4,4,4,4
EMIL,Electronics Mart India Limited,Consumer Cyclical,Specialty Retail,INE02YR01019,None,5755.84,418.29,6777.54,950.27,55.0,0.0,39.9,2.72,0.0,0.0,0.0,1.55,4.21,11.04,5.99,7,17,7,7
EMKAY,Emkay Global Financial Services Limited,Financial Services,Capital Markets,INE296H01011,None,791.22,0.0,341.97,307.15,16.72,0.0,119.51,18.34,0.0,0.0,0.0,13.96,7.03,20.89,4.95,20,53,20,20
EMMBI,Emmbi Industries Limited,Consumer Cyclical,Packaging & Containers,INE753K01015,None,195.76,38.94,417.09,161.47,24.0,0.0,104.16,4.2,0.0,0.3,0.3,1.49,6.35,3.5,4.13,17,56,17,16
EMSLIMITED,EMS Limited,Industrials,Engineering & Construction,INE0OV601013,None,3075.09,255.5,998.44,280.67,16.53,0.0,175.7,33.17,0.0,0.0,0.0,18.46,21.58,20.66,14.14,6,13,6,6
EMUDHRA,eMudhra Limited,Technology,Software - Application,INE01QM01018,None,5459.01,115.7,574.24,194.33,59.78,0.0,91.65,11.09,0.0,0.0,0.0,15.96,18.98,12.38,7.73,7,18,7,7
ENDURANCE,Endurance Technologies Limited,Consumer Cyclical,Auto Parts,INE913H01037,None,41509.61,1582.38,12054.2,5187.69,48.23,0.0,406.46,61.19,0.0,0.0,0.0,7.13,8.42,15.64,7.43,14,41,14,14
ENERGYDEV,Energy Development Company Limited,Utilities,Utilities - Regulated Electric,INE306C01019,None,97.85,18.26,36.27,36.27,0.0,0.0,0.84,-20.03,0.0,0.0,0.0,-262.36,35.06,-211.58,1.35,20,46,20,20
ENGINERSIN,Engineers India Limited,Industrials,Engineering & Construction,INE510A01028,None,11334.18,537.38,3334.12,802.37,20.49,0.0,47.51,9.84,0.0,0.0,0.0,16.6,7.07,23.55,5.9,22,39,22,22
ENIL,Entertainment Network (India) Limited,Communication Services,Broadcasting,INE265F01028,2006-02-15,716.11,84.99,547.59,208.21,61.06,0.0,164.12,2.46,0.0,0.0,0.0,2.13,-11.05,1.54,1.69,25,76,25,23
ENTERO,Entero Healthcare Solutions Ltd.,Healthcare,Medical Distribution,INE010601016,None,4936.09,194.81,5402.56,525.91,48.26,0.0,396.7,23.51,0.0,0.0,0.0,1.9,2.94,6.3,3.49,6,13,6,6
EPACK,EPACK Durable Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",INE0G5901015,None,3373.62,163.87,2059.58,348.76,59.65,0.0,99.19,5.71,0.0,0.0,0.0,2.65,6.33,5.98,3.65,6,11,6,6
EPIGRAL,Epigral Ltd.,Basic Materials,Chemicals,INE071N01016,None,7447.71,687.4,2505.47,1064.69,16.96,0.0,441.46,101.18,0.0,0.0,0.0,17.26,20.09,22.65,12.15,11,18,11,11
EPL,EPL Limited,Consumer Cyclical,Packaging & Containers,INE255A01020,None,6798.8,931.33,4313.8,2545.1,17.21,0.0,73.75,12.34,0.0,0.0,0.0,9.15,13.11,16.35,8.59,21,55,21,21
EQUIPPP,Equippp Social Impact Technologies Limited,Basic Materials,Agricultural Inputs,INE217G01035,None,231.14,2.36,16.23,6.45,0.0,0.0,0.83,0.0,0.0,0.0,0.0,4.44,3.05,5.82,5.69,20,55,20,20
EQUITASBNK,Equitas Small Finance Bank Limited,Financial Services,Banks - Regional,INE063P01018,None,6539.25,0.0,4230.35,4230.35,0.0,0.0,53.36,-0.9,0.0,0.0,0.0,-2.42,29.22,2.44,0.3,13,51,13,13
ERIS,Eris Lifesciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,INE406M01024,None,21771.68,1070.19,2935.23,2197.98,56.49,0.0,209.63,28.29,0.0,0.0,0.0,13.17,26.73,11.54,6.24,14,42,14,14
EROSMEDIA,Eros International Media Limited,Communication Services,Entertainment,INE416L01017,None,75.68,-123.4,63.22,-17.15,0.0,0.0,79.67,-17.33,0.0,0.0,0.0,181.94,-658.1,16.41,-4.42,19,50,19,19
ESABINDIA,Esab India Limited,Industrials,Tools & Accessories,INE284A01012,None,7539.96,241.22,1395.88,559.99,43.83,0.0,234.68,111.76,0.0,0.0,0.0,12.32,15.59,52.58,24.18,21,56,22,22
ESAFSFB,ESAF Small Finance Bank,Financial Services,Banks - Regional,INE818W01011,None,1511.97,0.0,1072.91,1072.91,0.0,0.0,37.88,-12.93,0.0,0.0,0.0,-62.02,-32.22,-23.48,-1.96,9,33,9,9
ESCORTS,Escorts Kubota Limited,Industrials,Farm & Heavy Construction Machinery,INE042A01014,None,38789.94,1132.08,10170.2,2930.91,31.54,0.0,926.62,111.78,0.0,0.0,0.0,23.21,10.47,11.38,4.52,21,37,21,21
ESSARSHPNG,Essar Shipping Limited,Industrials,Marine Shipping,INE122M01019,None,578.5,-53.22,9.41,-9.31,0.8,0.0,-115.44,34.88,0.0,0.0,0.0,7676.73,-290.53,0.0,-5.19,15,47,15,15
ESSENTIA,Integra Essentia Limited,Consumer Defensive,Food Distribution,INE418N01035,None,189.0,4.09,434.4,10.67,174.0,0.0,1.84,0.01,0.0,0.0,0.0,0.45,0.15,2.68,0.39,14,49,14,13
ESTER,Ester Industries Limited,Basic Materials,Specialty Chemicals,INE778B01011,None,1177.4,156.82,1334.2,517.04,49.4,0.0,82.72,2.43,0.0,0.0,0.0,1.7,0.96,1.84,3.05,21,52,21,21
ETERNAL,Eternal Limited,Consumer Cyclical,Internet Retail,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,20,7,7
ETHOSLTD,Ethos Limited,Consumer Cyclical,Luxury Goods,INE04TZ01018,None,7118.08,200.39,1324.7,393.08,72.82,0.0,401.22,36.53,0.0,0.0,0.0,6.98,7.82,10.32,6.16,11,28,11,11
EUREKAFORB,EUREKA FORBES LTD,Consumer Cyclical,"Furnishings, Fixtures & Appliances",INE0KCE01017,None,10982.83,255.68,2491.4,1457.23,62.73,0.0,228.03,8.8,0.0,0.0,0.0,6.86,7.51,0.0,0.0,4,4,4,4
EUROTEXIND,Eurotex Industries and Exports Limited,Real Estate,Real Estate - Development,INE022C01012,None,13.54,-1.82,0.58,0.57,0.0,0.0,-32.81,-1.71,0.0,0.0,0.0,-258.67,-2015.12,-247.63,-7.32,20,55,20,20
EVEREADY,Eveready Industries India Limited,Industrials,Electrical Equipment & Parts,INE128A01029,None,2685.42,147.58,1369.29,611.07,32.22,0.0,63.44,11.45,0.0,0.0,0.0,6.09,12.45,19.45,7.52,21,44,21,21
EVERESTIND,Everest Industries Limited,Industrials,Building Products & Equipment,INE295A01018,None,1069.11,22.48,1701.2,678.06,0.0,0.0,377.23,-11.31,0.0,0.0,0.0,-1.05,1.29,-0.6,-0.45,20,42,20,20
EXCEL,Excel Realty N Infra Limited,Industrials,Conglomerates,INE688J01023,None,236.86,-4.99,18.92,0.04,164.0,0.0,1.23,0.01,0.0,0.0,0.0,0.86,-22.56,0.4,-1.59,19,41,19,19
EXCELINDUS,Excel Industries Limited,Basic Materials,Specialty Chemicals,INE369A01029,None,1432.08,124.62,1022.68,453.88,16.17,0.0,1263.83,70.0,0.0,0.0,0.0,8.61,10.75,5.66,2.99,21,45,21,21
EXICOM,Exicom Tele-Systems Limited,Industrials,Electrical Equipment & Parts,INE777F01014,None,2029.17,-108.86,820.84,274.44,0.0,0.0,50.76,-16.83,0.0,0.0,0.0,-25.76,-30.89,-16.48,-4.35,6,13,6,6
EXIDEIND,Exide Industries Limited,Consumer Cyclical,Auto Parts,INE302A01020,None,34242.25,1829.38,17497.26,5667.7,40.45,0.0,163.69,9.96,0.0,0.0,0.0,4.85,8.29,5.97,3.84,21,37,21,21
EXPLEOSOL,Expleo Solutions Limited,Technology,Information Technology Services,INE201K01015,None,1576.81,154.45,1032.28,387.98,15.79,0.0,409.7,64.31,0.0,0.0,0.0,9.67,8.88,16.56,10.05,18,56,18,18
EXXARO,Exxaro Tiles Limited,Industrials,Building Products & Equipment,INE0GFE01026,None,364.64,28.64,309.25,87.51,74.09,0.0,6.19,0.11,0.0,0.0,0.0,1.59,5.75,-0.04,1.69,9,21,9,9
FACT,Fertilizers and Chemicals Travancore Limited,Basic Materials,Agricultural Inputs,INE188A01015,None,57938.79,176.81,4494.1,1279.4,621.7,0.0,21.13,1.44,0.0,0.0,0.0,2.1,1.63,3.0,0.62,21,47,21,21
FAIRCHEMOR,Fairchem Organics Limited,Basic Materials,Specialty Chemicals,INE0DNW01011,None,999.61,26.09,504.03,112.88,106.44,0.0,231.96,7.13,0.0,0.0,0.0,1.84,1.9,7.42,5.47,6,23,6,6
FAZE3Q,Faze Three Limited,Consumer Cyclical,Textile Manufacturing,INE963C01033,None,1134.14,89.23,752.83,381.73,24.6,0.0,172.78,18.98,0.0,0.0,0.0,6.13,8.22,10.16,5.41,20,58,20,20
FCL,Fineotex Chemical Limited,Basic Materials,Specialty Chemicals,INE045J01026,None,2798.15,117.53,528.5,196.92,26.69,0.0,64.46,9.15,0.0,0.0,0.0,19.73,16.42,18.32,10.82,19,49,19,19
FCONSUMER,Future Consumer Limited,Consumer Defensive,Packaged Foods,INE220J01025,None,87.97,-13.44,446.61,67.22,0.0,0.0,-1.55,-0.23,0.0,0.0,0.0,-10.81,-9.3,-281.63,-2.83,18,57,18,18
FCSSOFT,FCS Software Solutions Limited,Technology,Information Technology Services,INE512B01022,None,374.39,6.24,35.67,15.08,219.0,0.0,2.54,0.01,0.0,0.0,0.0,7.84,1.44,0.84,0.73,20,56,20,20
FDC,FDC Limited,Healthcare,Drug Manufacturers - Specialty & Generic,INE258B01022,None,7416.81,320.31,2118.26,1403.73,27.56,0.0,140.39,16.53,0.0,0.0,0.0,12.7,19.35,12.19,6.54,24,46,24,24
FEDERALBNK,The Federal Bank  Limited,Financial Services,Banks - Regional,INE171A01029,None,48956.21,0.0,13539.04,13539.04,12.19,0.0,140.57,16.34,0.0,0.0,0.0,29.91,38.04,12.76,1.25,22,47,22,22
FEDFINA,Fedbank Financial Services Limited,Financial Services,Credit Services,INE007N01010,None,6063.81,0.0,1030.84,1016.83,26.13,0.0,68.26,6.17,0.0,0.0,0.0,22.31,36.55,9.37,1.85,12,25,12,12
FEL,Future Enterprises Limited,Consumer Cyclical,Department Stores,INE623B01027,None,28.69,-163.36,2193.37,166.3,0.0,0.0,52.91,-36.38,0.0,0.0,0.0,-131.19,-97.99,-238.27,-5.11,22,41,22,22
FELDVR,Future Enterprises Limited,Consumer Cyclical,Department Stores,IN9623B01058,None,26.88,-163.36,2193.37,166.3,0.0,0.0,52.91,-36.9,0.0,0.0,0.0,-131.19,-97.99,-238.27,-5.11,20,38,20,20
FIBERWEB,Fiberweb (India) Limited,Consumer Cyclical,Textile Manufacturing,INE296C01020,None,125.59,23.46,105.87,48.93,7.22,0.0,61.2,5.96,0.0,0.0,0.0,16.21,18.04,8.89,5.49,17,54,16,16
FIEMIND,Fiem Industries Limited,Consumer Cyclical,Auto Parts,INE737H01014,None,5046.0,327.04,2481.65,934.34,23.61,0.0,394.45,81.19,0.0,0.0,0.0,8.61,11.13,21.29,12.08,20,45,20,20
